median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
7.41E+04,2.49E+00,3.30E+01,1.35E+03,2.34E+02,5.73E+02,2.36E+02,4.0570000000000000e+001 -1.2411000000000000e+002,
9.48E+04,3.25E+00,3.80E+01,5.44E+02,8.90E+01,2.40E+02,9.10E+01,4.0549999999999997e+001 -1.2413000000000000e+002,
7.23E+04,2.24E+00,3.00E+01,1.93E+03,3.93E+02,9.96E+02,3.74E+02,4.0500000000000000e+001 -1.2409999999999999e+002,
5.75E+04,1.76E+00,4.20E+01,2.38E+03,5.53E+02,1.30E+03,5.04E+02,4.0500000000000000e+001 -1.2409999999999999e+002,
7.05E+04,2.39E+00,3.80E+01,2.22E+03,4.26E+02,1.04E+03,4.01E+02,4.0439999999999998e+001 -1.2409000000000000e+002,
5.50E+04,3.53E+00,5.20E+01,1.20E+03,2.36E+02,9.65E+02,2.65E+02,4.0469999999999999e+001 -1.2409999999999999e+002,
7.13E+04,2.61E+00,3.40E+01,1.01E+03,2.13E+02,4.43E+02,1.58E+02,4.0450000000000003e+001 -1.2403000000000000e+002,
1.11E+05,2.36E+00,5.20E+01,2.22E+03,3.94E+02,9.07E+02,3.69E+02,4.0579999999999998e+001 -1.2426000000000001e+002,
1.07E+05,3.08E+00,5.20E+01,2.69E+03,4.53E+02,1.15E+03,4.35E+02,4.0539999999999999e+001 -1.2423000000000000e+002,
9.46E+04,3.01E+00,5.20E+01,1.82E+03,3.00E+02,8.06E+02,2.70E+02,4.0539999999999999e+001 -1.2434999999999999e+002,
7.61E+04,1.94E+00,3.20E+01,1.43E+03,4.19E+02,4.34E+02,1.87E+02,4.0280000000000001e+001 -1.2425000000000000e+002,
1.36E+05,2.63E+00,1.70E+01,1.32E+03,2.67E+02,3.93E+02,1.63E+02,4.0060000000000002e+001 -1.2408000000000000e+002,
7.07E+04,1.32E+00,1.60E+01,2.09E+03,5.35E+02,8.16E+02,3.26E+02,4.0219999999999999e+001 -1.2400000000000000e+002,
7.40E+04,2.10E+00,2.80E+01,2.81E+03,6.05E+02,1.09E+03,4.38E+02,4.0280000000000001e+001 -1.2384000000000000e+002,
5.43E+04,1.73E+00,3.10E+01,1.85E+03,4.52E+02,9.17E+02,3.59E+02,4.0240000000000002e+001 -1.2368000000000001e+002,
7.68E+04,1.22E+00,1.90E+01,2.28E+03,6.34E+02,1.18E+03,4.53E+02,4.0159999999999997e+001 -1.2381999999999999e+002,
8.24E+04,2.09E+00,3.30E+01,2.99E+03,5.91E+02,1.22E+03,4.86E+02,4.0119999999999997e+001 -1.2381999999999999e+002,
1.02E+05,1.96E+00,3.50E+01,2.05E+03,4.77E+02,9.00E+02,4.02E+02,4.0109999999999999e+001 -1.2375000000000000e+002,
1.02E+05,2.19E+00,1.70E+01,2.02E+03,4.96E+02,8.99E+02,3.47E+02,4.0049999999999997e+001 -1.2378000000000000e+002,
6.08E+04,1.88E+00,3.80E+01,1.33E+03,2.62E+02,7.84E+02,2.31E+02,3.3119999999999997e+001 -1.1552000000000000e+002,
5.34E+04,2.16E+00,1.80E+01,1.11E+03,2.83E+02,1.01E+03,2.53E+02,3.3130000000000003e+001 -1.1552000000000000e+002,
4.67E+04,2.10E+00,2.10E+01,1.02E+03,2.18E+02,8.90E+02,2.32E+02,3.3119999999999997e+001 -1.1551000000000001e+002,
4.00E+04,1.00E+00,3.30E+01,1.23E+03,3.73E+02,7.77E+02,2.98E+02,3.3189999999999998e+001 -1.1545999999999999e+002,
4.33E+04,1.66E+00,3.20E+01,2.00E+03,5.23E+02,1.07E+03,4.10E+02,3.3240000000000002e+001 -1.1551000000000001e+002,
7.25E+04,2.45E+00,3.70E+01,7.09E+02,1.87E+02,3.90E+02,1.42E+02,3.3200000000000003e+001 -1.1559999999999999e+002,
8.75E+04,2.90E+00,2.70E+01,4.52E+02,1.03E+02,2.58E+02,6.10E+01,3.3090000000000003e+001 -1.1573000000000000e+002,
6.12E+04,2.05E+00,1.70E+01,1.01E+03,2.31E+02,7.45E+02,2.17E+02,3.3039999999999999e+001 -1.1562000000000000e+002,
6.20E+04,2.30E+00,2.00E+01,1.12E+03,2.44E+02,7.66E+02,2.30E+02,3.3039999999999999e+001 -1.1562000000000000e+002,
9.17E+04,3.35E+00,3.10E+01,3.14E+02,6.10E+01,1.52E+02,5.60E+01,3.3039999999999999e+001 -1.1559999999999999e+002,
1.08E+05,3.40E+00,2.90E+01,1.14E+03,2.20E+02,6.84E+02,1.94E+02,3.2990000000000002e+001 -1.1541000000000000e+002,
1.14E+05,3.20E+00,1.70E+01,8.41E+02,1.46E+02,4.73E+02,1.54E+02,3.2960000000000001e+001 -1.1559000000000000e+002,
5.86E+04,1.46E+00,3.20E+01,1.62E+03,3.82E+02,1.31E+03,3.45E+02,3.2979999999999997e+001 -1.1552000000000000e+002,
6.64E+04,2.21E+00,2.10E+01,1.30E+03,3.27E+02,1.24E+03,3.16E+02,3.2979999999999997e+001 -1.1552000000000000e+002,
6.22E+04,1.72E+00,2.50E+01,2.58E+03,6.34E+02,2.08E+03,5.65E+02,3.2990000000000002e+001 -1.1553000000000000e+002,
6.37E+04,1.91E+00,2.00E+01,1.40E+03,2.87E+02,1.10E+03,3.17E+02,3.2990000000000002e+001 -1.1551000000000001e+002,
6.94E+04,1.54E+00,2.30E+01,1.46E+03,3.73E+02,1.15E+03,3.88E+02,3.2990000000000002e+001 -1.1554000000000001e+002,
6.06E+04,1.95E+00,2.70E+01,1.51E+03,3.95E+02,1.12E+03,3.81E+02,3.2979999999999997e+001 -1.1554000000000001e+002,
9.60E+04,4.35E+00,1.70E+01,1.70E+03,2.68E+02,9.11E+02,2.54E+02,3.2990000000000002e+001 -1.1554000000000001e+002,
8.08E+04,3.26E+00,2.40E+01,2.57E+03,5.30E+02,1.45E+03,4.73E+02,3.2979999999999997e+001 -1.1555000000000000e+002,
7.08E+04,3.01E+00,4.10E+01,2.43E+03,4.54E+02,1.19E+03,4.30E+02,3.2969999999999999e+001 -1.1554000000000001e+002,
7.07E+04,2.41E+00,3.50E+01,1.58E+03,3.40E+02,9.33E+02,3.18E+02,3.2969999999999999e+001 -1.1553000000000000e+002,
1.43E+05,5.43E+00,3.30E+01,2.27E+03,3.65E+02,9.52E+02,3.60E+02,3.2979999999999997e+001 -1.1555000000000000e+002,
1.07E+05,3.82E+00,2.10E+01,2.16E+03,4.80E+02,1.16E+03,4.21E+02,3.2960000000000001e+001 -1.1556000000000000e+002,
6.03E+04,1.52E+00,3.40E+01,2.23E+03,5.45E+02,1.57E+03,5.10E+02,3.2969999999999999e+001 -1.1553000000000000e+002,
6.64E+04,1.98E+00,2.40E+01,1.62E+03,3.66E+02,1.42E+03,4.01E+02,3.2969999999999999e+001 -1.1552000000000000e+002,
6.75E+04,1.99E+00,1.00E+01,1.88E+03,3.87E+02,1.38E+03,3.37E+02,3.2969999999999999e+001 -1.1552000000000000e+002,
1.00E+05,3.65E+00,3.40E+01,5.91E+02,1.39E+02,3.27E+02,8.90E+01,3.2820000000000000e+001 -1.1531999999999999e+002,
1.46E+05,6.26E+00,1.60E+01,1.14E+03,1.96E+02,4.81E+02,1.85E+02,3.2759999999999998e+001 -1.1539000000000000e+002,
1.14E+05,3.32E+00,1.90E+01,1.09E+03,1.71E+02,6.49E+02,1.73E+02,3.2859999999999999e+001 -1.1540000000000001e+002,
7.43E+04,2.36E+00,2.30E+01,1.46E+03,2.94E+02,8.66E+02,2.75E+02,3.2810000000000002e+001 -1.1537000000000000e+002,
8.09E+04,1.94E+00,1.40E+01,1.28E+03,2.70E+02,8.67E+02,2.61E+02,3.2820000000000000e+001 -1.1537000000000000e+002,
7.11E+04,3.57E+00,3.00E+01,1.60E+03,3.22E+02,1.13E+03,3.35E+02,3.2820000000000000e+001 -1.1537000000000000e+002,
6.58E+04,1.99E+00,3.80E+01,1.89E+03,3.94E+02,1.18E+03,3.74E+02,3.2820000000000000e+001 -1.1538000000000000e+002,
6.75E+04,1.90E+00,3.50E+01,1.26E+03,2.62E+02,9.50E+02,2.41E+02,3.2810000000000002e+001 -1.1538000000000000e+002,
6.86E+04,1.76E+00,3.20E+01,7.41E+02,1.91E+02,6.23E+02,1.69E+02,3.2810000000000002e+001 -1.1537000000000000e+002,
6.23E+04,3.24E+00,3.30E+01,1.37E+03,2.69E+02,8.25E+02,2.50E+02,3.2850000000000001e+001 -1.1556999999999999e+002,
6.35E+04,1.74E+00,1.70E+01,1.04E+03,2.56E+02,7.28E+02,2.46E+02,3.2850000000000001e+001 -1.1556999999999999e+002,
6.11E+04,1.95E+00,2.90E+01,1.21E+03,3.01E+02,8.04E+02,2.88E+02,3.2840000000000003e+001 -1.1556999999999999e+002,
6.75E+04,3.53E+00,3.10E+01,1.49E+03,2.89E+02,9.59E+02,2.84E+02,3.2829999999999998e+001 -1.1556999999999999e+002,
9.08E+04,4.88E+00,2.00E+01,1.61E+03,2.74E+02,8.62E+02,2.48E+02,3.2850000000000001e+001 -1.1559000000000000e+002,
8.32E+04,4.13E+00,3.00E+00,1.63E+03,3.17E+02,1.01E+03,3.12E+02,3.2869999999999997e+001 -1.1559999999999999e+002,
1.03E+05,3.36E+00,1.90E+01,5.41E+02,1.04E+02,4.57E+02,1.06E+02,3.2869999999999997e+001 -1.1548999999999999e+002,
1.25E+05,3.17E+00,2.30E+01,1.23E+03,2.35E+02,5.69E+02,2.35E+02,3.2799999999999997e+001 -1.1564000000000000e+002,
5.52E+04,2.18E+00,1.80E+01,1.56E+03,3.40E+02,1.16E+03,3.43E+02,3.2789999999999999e+001 -1.1569000000000000e+002,
9.38E+04,2.21E+00,4.40E+01,4.72E+02,8.10E+01,2.06E+02,5.70E+01,3.2799999999999997e+001 -1.1573000000000000e+002,
8.75E+04,2.09E+00,1.60E+01,3.48E+02,9.90E+01,1.23E+02,5.40E+01,3.2750000000000000e+001 -1.1572000000000000e+002,
1.13E+05,1.63E+00,1.90E+01,3.77E+02,6.90E+01,1.98E+02,5.50E+01,3.2750000000000000e+001 -1.1564000000000000e+002,
9.63E+04,4.47E+00,5.00E+00,8.05E+02,1.43E+02,4.58E+02,1.43E+02,3.2810000000000002e+001 -1.1558000000000000e+002,
6.75E+04,2.57E+00,3.40E+01,1.54E+03,3.16E+02,1.01E+03,2.74E+02,3.2820000000000000e+001 -1.1555000000000000e+002,
8.75E+04,3.66E+00,1.00E+01,1.09E+03,2.03E+02,5.33E+02,2.01E+02,3.2810000000000002e+001 -1.1558000000000000e+002,
6.99E+04,1.72E+00,1.70E+01,1.49E+03,4.26E+02,1.60E+03,4.28E+02,3.2799999999999997e+001 -1.1556999999999999e+002,
7.26E+04,1.19E+00,1.60E+01,1.31E+03,3.59E+02,9.61E+02,3.27E+02,3.2799999999999997e+001 -1.1556999999999999e+002,
9.38E+04,1.88E+00,1.60E+01,2.28E+03,5.94E+02,1.18E+03,5.13E+02,3.2799999999999997e+001 -1.1556999999999999e+002,
8.85E+04,2.62E+00,2.10E+01,1.26E+03,2.46E+02,8.05E+02,2.39E+02,3.2799999999999997e+001 -1.1548000000000000e+002,
7.92E+04,2.24E+00,1.80E+01,1.72E+03,3.37E+02,1.17E+03,3.33E+02,3.2770000000000003e+001 -1.1552000000000000e+002,
6.12E+04,1.74E+00,1.40E+01,1.53E+03,3.25E+02,1.45E+03,3.32E+02,3.2729999999999997e+001 -1.1553000000000000e+002,
6.31E+04,2.36E+00,1.70E+01,1.19E+03,2.75E+02,1.11E+03,2.58E+02,3.2729999999999997e+001 -1.1552000000000000e+002,
1.43E+05,3.41E+00,1.30E+01,3.30E+02,7.20E+01,8.22E+02,6.40E+01,3.2750000000000000e+001 -1.1550000000000000e+002,
6.10E+04,2.11E+00,2.30E+01,6.66E+02,1.42E+02,5.80E+02,1.60E+02,3.2799999999999997e+001 -1.1555000000000000e+002,
5.36E+04,1.21E+00,2.20E+01,5.65E+02,1.62E+02,6.92E+02,1.41E+02,3.2789999999999999e+001 -1.1555000000000000e+002,
5.61E+04,1.66E+00,3.00E+01,7.52E+02,1.94E+02,7.33E+02,1.86E+02,3.2789999999999999e+001 -1.1554000000000001e+002,
6.04E+04,1.27E+00,2.30E+01,1.71E+03,4.03E+02,1.37E+03,3.77E+02,3.2789999999999999e+001 -1.1554000000000001e+002,
5.96E+04,1.64E+00,2.30E+01,1.00E+03,2.21E+02,6.97E+02,2.01E+02,3.2789999999999999e+001 -1.1555000000000000e+002,
6.86E+04,4.57E+00,3.30E+01,1.19E+03,2.13E+02,1.07E+03,2.11E+02,3.2799999999999997e+001 -1.1556999999999999e+002,
6.39E+04,2.20E+00,2.50E+01,1.31E+03,3.75E+02,1.19E+03,3.51E+02,3.2799999999999997e+001 -1.1556000000000000e+002,
5.94E+04,1.60E+00,2.80E+01,1.67E+03,4.16E+02,1.34E+03,3.97E+02,3.2799999999999997e+001 -1.1556000000000000e+002,
6.94E+04,1.39E+00,1.50E+01,1.17E+03,3.28E+02,1.02E+03,2.98E+02,3.2799999999999997e+001 -1.1556000000000000e+002,
5.83E+04,1.34E+00,1.80E+01,1.18E+03,4.38E+02,1.38E+03,4.29E+02,3.2789999999999999e+001 -1.1556000000000000e+002,
7.62E+04,3.21E+00,3.40E+01,2.86E+03,5.55E+02,1.63E+03,5.22E+02,3.2780000000000001e+001 -1.1556000000000000e+002,
6.25E+04,1.17E+00,2.00E+01,2.37E+03,8.35E+02,2.28E+03,7.67E+02,3.2789999999999999e+001 -1.1556000000000000e+002,
6.81E+04,1.67E+00,5.00E+01,1.29E+03,2.77E+02,8.64E+02,2.74E+02,3.2789999999999999e+001 -1.1556999999999999e+002,
7.08E+04,3.06E+00,4.60E+01,2.51E+03,4.90E+02,1.58E+03,4.69E+02,3.2780000000000001e+001 -1.1556000000000000e+002,
8.62E+04,4.62E+00,3.50E+01,1.19E+03,2.02E+02,6.15E+02,1.91E+02,3.2780000000000001e+001 -1.1556000000000000e+002,
9.96E+04,5.13E+00,2.50E+01,2.01E+03,3.01E+02,1.14E+03,3.32E+02,3.2780000000000001e+001 -1.1556999999999999e+002,
7.62E+04,3.16E+00,2.90E+01,1.57E+03,2.83E+02,8.48E+02,2.45E+02,3.2780000000000001e+001 -1.1556000000000000e+002,
8.43E+04,2.80E+00,5.00E+00,2.65E+03,6.06E+02,1.77E+03,5.36E+02,3.2780000000000001e+001 -1.1555000000000000e+002,
1.10E+05,5.78E+00,5.00E+00,2.49E+03,4.14E+02,1.42E+03,4.21E+02,3.2780000000000001e+001 -1.1558000000000000e+002,
1.60E+05,6.38E+00,8.00E+00,2.18E+03,3.07E+02,1.00E+03,2.87E+02,3.2789999999999999e+001 -1.1559000000000000e+002,
6.44E+04,1.66E+00,1.40E+01,1.69E+03,5.07E+02,7.62E+02,4.51E+02,3.2789999999999999e+001 -1.1558000000000000e+002,
7.36E+04,3.60E+00,3.40E+01,1.15E+03,2.08E+02,6.21E+02,2.08E+02,3.2789999999999999e+001 -1.1556999999999999e+002,
8.64E+04,4.04E+00,2.90E+01,2.32E+03,3.67E+02,1.17E+03,3.60E+02,3.2780000000000001e+001 -1.1556999999999999e+002,
9.72E+04,6.27E+00,2.00E+01,1.53E+03,2.35E+02,8.71E+02,2.22E+02,3.2780000000000001e+001 -1.1556999999999999e+002,
8.75E+04,4.30E+00,1.50E+01,1.41E+03,2.79E+02,8.03E+02,2.77E+02,3.2780000000000001e+001 -1.1556999999999999e+002,
1.40E+05,4.48E+00,1.50E+01,1.28E+03,2.17E+02,6.53E+02,1.85E+02,3.2759999999999998e+001 -1.1556000000000000e+002,
9.44E+04,2.58E+00,3.00E+01,9.35E+02,1.77E+02,6.49E+02,1.48E+02,3.2689999999999998e+001 -1.1559000000000000e+002,
6.40E+04,1.90E+00,1.70E+01,1.96E+03,3.89E+02,1.69E+03,3.56E+02,3.2689999999999998e+001 -1.1548999999999999e+002,
9.58E+04,1.68E+00,1.90E+01,5.83E+02,1.13E+02,5.31E+02,1.34E+02,3.2700000000000003e+001 -1.1540000000000001e+002,
7.01E+04,1.38E+00,2.50E+01,2.32E+03,5.73E+02,2.19E+03,6.02E+02,3.2670000000000002e+001 -1.1548999999999999e+002,
7.31E+04,1.48E+00,2.40E+01,1.27E+03,2.75E+02,1.08E+03,2.98E+02,3.2670000000000002e+001 -1.1548999999999999e+002,
9.12E+04,2.33E+00,1.50E+01,3.41E+03,6.66E+02,2.10E+03,6.22E+02,3.2680000000000000e+001 -1.1548000000000000e+002,
8.84E+04,1.59E+00,1.80E+01,3.63E+03,9.13E+02,3.57E+03,9.24E+02,3.2680000000000000e+001 -1.1550000000000000e+002,
7.55E+04,2.18E+00,3.50E+01,2.16E+03,4.92E+02,1.69E+03,4.75E+02,3.2670000000000002e+001 -1.1550000000000000e+002,
8.47E+04,1.13E+00,2.90E+01,1.52E+03,4.40E+02,1.30E+03,3.93E+02,3.2670000000000002e+001 -1.1548999999999999e+002,
7.27E+04,2.63E+00,1.10E+01,2.87E+03,6.10E+02,2.64E+03,5.81E+02,3.2680000000000000e+001 -1.1551000000000001e+002,
6.77E+04,2.06E+00,6.00E+00,2.80E+03,5.81E+02,2.81E+03,5.94E+02,3.2670000000000002e+001 -1.1552000000000000e+002,
8.13E+04,1.73E+00,1.70E+01,2.90E+02,9.40E+01,1.35E+02,5.70E+01,3.3329999999999998e+001 -1.1605000000000000e+002,
5.13E+04,1.26E+00,1.60E+01,2.45E+02,5.70E+01,8.10E+01,3.30E+01,3.3189999999999998e+001 -1.1600000000000000e+002,
3.25E+04,4.02E+00,1.50E+01,2.08E+02,4.90E+01,5.10E+01,2.00E+01,3.2930000000000000e+001 -1.1588000000000000e+002,
4.39E+04,1.43E+00,2.60E+01,1.13E+03,2.80E+02,3.29E+02,1.58E+02,3.2740000000000002e+001 -1.1600000000000000e+002,
5.75E+04,1.54E+00,1.80E+01,4.14E+02,8.60E+01,9.80E+01,5.40E+01,3.2689999999999998e+001 -1.1590000000000001e+002,
6.28E+04,2.87E+00,2.00E+01,2.00E+03,5.15E+02,6.59E+02,2.95E+02,3.3409999999999997e+001 -1.1601000000000001e+002,
5.43E+04,2.01E+00,1.50E+01,1.95E+03,5.36E+02,5.15E+02,2.73E+02,3.3399999999999999e+001 -1.1598999999999999e+002,
5.88E+04,2.70E+00,5.00E+00,1.86E+02,4.30E+01,4.10E+01,2.10E+01,3.3380000000000003e+001 -1.1594000000000000e+002,
5.38E+04,1.47E+00,8.00E+00,2.40E+02,4.60E+01,6.30E+01,2.40E+01,3.3320000000000000e+001 -1.1598000000000000e+002,
6.75E+04,9.22E-01,1.50E+01,4.59E+02,9.50E+01,1.60E+02,7.30E+01,3.3359999999999999e+001 -1.1591000000000000e+002,
6.28E+04,1.79E+00,1.90E+01,1.21E+03,2.48E+02,3.29E+02,1.55E+02,3.3340000000000003e+001 -1.1590000000000001e+002,
5.44E+04,1.13E+00,2.70E+01,3.22E+02,8.10E+01,1.12E+02,5.70E+01,3.3299999999999997e+001 -1.1595999999999999e+002,
5.38E+04,1.90E+00,1.20E+01,9.90E+01,2.50E+01,3.70E+01,1.70E+01,3.3280000000000001e+001 -1.1595000000000000e+002,
4.75E+04,5.34E+00,2.00E+00,9.60E+01,1.80E+01,3.00E+01,1.60E+01,3.3259999999999998e+001 -1.1580000000000000e+002,
5.92E+04,8.96E-01,2.40E+01,7.96E+02,2.43E+02,2.27E+02,1.39E+02,3.3430000000000000e+001 -1.1473000000000000e+002,
5.75E+04,3.16E+00,1.80E+01,1.18E+03,3.63E+02,3.74E+02,1.27E+02,3.3070000000000000e+001 -1.1498000000000000e+002,
5.00E+04,1.77E+00,1.90E+01,7.49E+02,2.38E+02,4.76E+02,1.69E+02,3.3359999999999999e+001 -1.1573000000000000e+002,
3.00E+04,1.21E+00,2.30E+01,1.59E+03,4.48E+02,3.38E+02,1.82E+02,3.3350000000000001e+001 -1.1573000000000000e+002,
2.50E+04,8.57E-01,2.10E+01,4.40E+01,3.30E+01,6.40E+01,2.70E+01,3.2789999999999999e+001 -1.1465000000000001e+002,
5.61E+04,1.27E+00,1.90E+01,2.57E+03,8.20E+02,1.43E+03,6.08E+02,3.2799999999999997e+001 -1.1455000000000000e+002,
4.50E+04,8.59E-01,1.50E+01,1.45E+03,3.78E+02,9.49E+02,3.00E+02,3.2759999999999998e+001 -1.1463000000000000e+002,
4.40E+04,1.20E+00,1.70E+01,1.39E+03,3.86E+02,7.75E+02,3.20E+02,3.2740000000000002e+001 -1.1466000000000000e+002,
1.08E+05,2.12E+00,1.60E+01,3.81E+03,7.94E+02,1.50E+03,7.14E+02,3.7350000000000001e+001 -1.1818000000000001e+002,
1.42E+05,4.16E+00,1.90E+01,2.46E+03,4.05E+02,1.23E+03,4.25E+02,3.7399999999999999e+001 -1.1843000000000001e+002,
1.66E+05,3.21E+00,1.90E+01,2.68E+03,5.18E+02,1.13E+03,3.99E+02,3.7390000000000001e+001 -1.1859999999999999e+002,
1.19E+05,3.08E+00,2.00E+01,1.47E+03,2.83E+02,7.21E+02,2.70E+02,3.7250000000000000e+001 -1.1845000000000000e+002,
1.40E+05,4.34E+00,2.60E+01,3.14E+03,5.24E+02,1.39E+03,5.23E+02,3.7369999999999997e+001 -1.1845000000000000e+002,
1.80E+05,4.38E+00,2.10E+01,3.30E+03,5.57E+02,1.41E+03,5.20E+02,3.7350000000000001e+001 -1.1842000000000000e+002,
5.44E+04,1.74E+00,1.80E+01,2.28E+03,5.20E+02,1.43E+03,4.65E+02,3.7359999999999999e+001 -1.1842000000000000e+002,
1.16E+05,1.97E+00,3.40E+01,2.47E+03,6.19E+02,1.17E+03,5.75E+02,3.7359999999999999e+001 -1.1840000000000001e+002,
1.06E+05,1.83E+00,2.50E+01,3.30E+03,8.24E+02,1.48E+03,7.70E+02,3.7369999999999997e+001 -1.1839000000000000e+002,
9.84E+04,2.33E+00,3.80E+01,1.81E+03,4.10E+02,9.02E+02,3.96E+02,3.7359999999999999e+001 -1.1839000000000000e+002,
9.45E+04,2.75E+00,2.20E+01,3.48E+03,6.73E+02,1.54E+03,6.36E+02,3.7170000000000002e+001 -1.1830000000000000e+002,
1.38E+05,1.73E+00,1.90E+01,9.90E+01,2.60E+01,5.10E+01,2.20E+01,3.6950000000000003e+001 -1.1790000000000001e+002,
8.06E+04,2.33E+00,3.50E+01,2.56E+03,5.30E+02,8.61E+02,3.71E+02,3.6939999999999998e+001 -1.1831000000000000e+002,
7.42E+04,2.04E+00,3.40E+01,2.09E+03,4.78E+02,8.96E+02,4.26E+02,3.6640000000000001e+001 -1.1805000000000000e+002,
1.05E+05,2.26E+00,2.30E+01,2.31E+03,4.87E+02,1.02E+03,3.84E+02,3.6630000000000003e+001 -1.1818000000000001e+002,
4.55E+04,1.79E+00,2.50E+01,1.71E+03,4.39E+02,6.32E+02,2.92E+02,3.6130000000000003e+001 -1.1769000000000000e+002,
1.50E+04,2.10E+00,1.90E+01,6.19E+02,2.39E+02,4.90E+02,1.64E+02,3.6399999999999999e+001 -1.1702000000000000e+002,
3.29E+04,1.15E+00,1.40E+01,1.37E+03,3.86E+02,4.36E+02,2.13E+02,3.6000000000000000e+001 -1.1622000000000000e+002,
6.49E+04,2.76E+00,4.20E+01,2.27E+03,4.58E+02,1.12E+03,4.47E+02,3.5420000000000002e+001 -1.1902000000000000e+002,
6.24E+04,2.57E+00,4.50E+01,1.63E+03,3.52E+02,7.54E+02,3.34E+02,3.5420000000000002e+001 -1.1903000000000000e+002,
6.79E+04,2.61E+00,3.80E+01,2.95E+03,5.98E+02,1.49E+03,5.68E+02,3.5420000000000002e+001 -1.1903000000000000e+002,
8.71E+04,4.32E+00,1.40E+01,3.52E+03,6.04E+02,1.75E+03,5.82E+02,3.5450000000000003e+001 -1.1903000000000000e+002,
7.70E+04,3.03E+00,5.00E+00,2.13E+03,4.87E+02,1.18E+03,4.38E+02,3.5439999999999998e+001 -1.1905000000000000e+002,
8.44E+04,4.01E+00,2.90E+01,3.42E+03,6.31E+02,1.53E+03,5.97E+02,3.5439999999999998e+001 -1.1902000000000000e+002,
7.07E+04,3.17E+00,3.90E+01,2.03E+03,3.70E+02,9.56E+02,3.79E+02,3.5430000000000000e+001 -1.1902000000000000e+002,
6.72E+04,2.27E+00,4.00E+01,1.09E+03,2.26E+02,5.20E+02,2.18E+02,3.5420000000000002e+001 -1.1902000000000000e+002,
5.74E+04,1.85E+00,3.60E+01,2.04E+03,4.47E+02,1.02E+03,3.74E+02,3.5420000000000002e+001 -1.1902000000000000e+002,
5.26E+04,1.46E+00,4.00E+01,1.91E+03,4.39E+02,1.02E+03,4.13E+02,3.5420000000000002e+001 -1.1902000000000000e+002,
5.46E+04,1.63E+00,4.20E+01,1.71E+03,4.18E+02,9.05E+02,3.93E+02,3.5420000000000002e+001 -1.1903000000000000e+002,
5.43E+04,1.79E+00,4.10E+01,1.81E+03,4.35E+02,1.01E+03,3.73E+02,3.5409999999999997e+001 -1.1903000000000000e+002,
5.47E+04,1.84E+00,4.70E+01,1.69E+03,4.02E+02,9.13E+02,3.58E+02,3.5420000000000002e+001 -1.1904000000000001e+002,
5.70E+04,2.84E+00,4.10E+01,1.99E+03,4.21E+02,1.01E+03,4.19E+02,3.5420000000000002e+001 -1.1905000000000000e+002,
6.32E+04,2.33E+00,3.50E+01,2.35E+03,4.83E+02,1.37E+03,4.55E+02,3.5420000000000002e+001 -1.1905000000000000e+002,
6.70E+04,2.06E+00,2.10E+01,2.53E+03,5.54E+02,1.30E+03,5.17E+02,3.5409999999999997e+001 -1.1902000000000000e+002,
5.19E+04,1.97E+00,4.10E+01,2.22E+03,5.16E+02,1.11E+03,4.73E+02,3.5409999999999997e+001 -1.1902000000000000e+002,
5.32E+04,2.03E+00,3.70E+01,1.76E+03,4.43E+02,9.11E+02,3.65E+02,3.5409999999999997e+001 -1.1903000000000000e+002,
6.94E+04,3.06E+00,2.50E+01,1.58E+03,3.10E+02,8.44E+02,3.09E+02,3.5409999999999997e+001 -1.1904000000000001e+002,
5.14E+04,1.32E+00,3.10E+01,2.35E+03,7.01E+02,1.41E+03,6.11E+02,3.5409999999999997e+001 -1.1902000000000000e+002,
6.35E+04,2.18E+00,3.50E+01,2.61E+03,6.20E+02,1.57E+03,5.83E+02,3.5399999999999999e+001 -1.1903000000000000e+002,
6.75E+04,1.36E+00,2.00E+01,3.27E+03,8.33E+02,1.62E+03,7.58E+02,3.5409999999999997e+001 -1.1904000000000001e+002,
1.32E+05,5.53E+00,1.00E+01,4.16E+03,6.08E+02,2.09E+03,5.91E+02,3.5420000000000002e+001 -1.1908000000000000e+002,
1.08E+05,2.68E+00,1.90E+01,3.89E+03,8.32E+02,1.87E+03,7.31E+02,3.5420000000000002e+001 -1.1906999999999999e+002,
1.31E+05,5.62E+00,1.20E+01,3.45E+03,5.22E+02,1.75E+03,5.51E+02,3.5409999999999997e+001 -1.1909000000000000e+002,
2.00E+05,1.00E+01,5.20E+01,1.54E+02,2.80E+01,3.70E+01,1.60E+01,3.5420000000000002e+001 -1.1911000000000000e+002,
2.38E+05,4.86E+00,2.80E+01,2.54E+02,3.50E+01,1.18E+02,3.70E+01,3.5430000000000000e+001 -1.1909000000000000e+002,
1.26E+05,3.86E+00,1.80E+01,1.89E+03,3.19E+02,8.46E+02,3.17E+02,3.5399999999999999e+001 -1.1905000000000000e+002,
1.32E+05,5.58E+00,1.00E+01,6.44E+03,1.04E+03,3.24E+03,1.03E+03,3.5390000000000001e+001 -1.1908000000000000e+002,
4.46E+04,1.71E+00,1.10E+01,8.74E+03,2.19E+03,4.78E+03,1.92E+03,3.5399999999999999e+001 -1.1901000000000001e+002,
5.94E+04,1.83E+00,2.90E+01,1.82E+03,4.59E+02,1.13E+03,4.19E+02,3.5390000000000001e+001 -1.1901000000000001e+002,
